Point,AFTDIA,AFTBF,*FWDDIA,*FWDBF
1178,-0.0062,0.0003,-0.0082,0.0014
1179,-0.0062,0.0003,-0.0082,0.0014
1180,-0.0062,0.0003,-0.0082,0.0014
1181,-0.0063,0.0003,-0.0082,0.0013
1182,-0.0063,0.0003,-0.0082,0.0013
1183,-0.0063,0.0003,-0.0082,0.0013
1184,-0.0063,0.0003,-0.0082,0.0013
1185,-0.0063,0.0003,-0.0082,0.0013
1186,-0.0064,0.0003,-0.0081,0.0013
1187,-0.0064,0.0003,-0.0081,0.0013
1188,-0.0064,0.0003,-0.0081,0.0013
1189,-0.0064,0.0003,-0.0081,0.0013
1190,-0.0065,0.0003,-0.0081,0.0013
1191,-0.0065,0.0003,-0.0080,0.0013
1192,-0.0065,0.0003,-0.0080,0.0013
1193,-0.0066,0.0003,-0.0080,0.0013
1194,-0.0066,0.0003,-0.0080,0.0013
1195,-0.0066,0.0003,-0.0079,0.0013
1196,-0.0066,0.0003,-0.0079,0.0013
1197,-0.0067,0.0003,-0.0079,0.0012
1198,-0.0067,0.0003,-0.0079,0.0012
1199,-0.0067,0.0003,-0.0078,0.0012
1200,-0.0068,0.0003,-0.0078,0.0012
1201,-0.0068,0.0003,-0.0078,0.0012
1202,-0.0068,0.0003,-0.0078,0.0012
1203,-0.0069,0.0003,-0.0078,0.0012
1204,-0.0069,0.0003,-0.0078,0.0012
1205,-0.0069,0.0003,-0.0078,0.0012
1206,-0.0070,0.0003,-0.0077,0.0012
1207,-0.0070,0.0003,-0.0077,0.0012
1208,-0.0071,0.0003,-0.0077,0.0012
1209,-0.0071,0.0002,-0.0077,0.0012
1210,-0.0071,0.0002,-0.0077,0.0012
1211,-0.0072,0.0002,-0.0077,0.0012
1212,-0.0072,0.0002,-0.0077,0.0012
1213,-0.0072,0.0002,-0.0077,0.0011
1214,-0.0073,0.0002,-0.0077,0.0011
1215,-0.0073,0.0002,-0.0077,0.0011
1216,-0.0073,0.0002,-0.0076,0.0011
1217,-0.0074,0.0002,-0.0076,0.0011
1218,-0.0074,0.0002,-0.0076,0.0011
1219,-0.0074,0.0002,-0.0076,0.0011
1220,-0.0075,0.0002,-0.0076,0.0011
1221,-0.0075,0.0002,-0.0075,0.0011
1222,-0.0075,0.0002,-0.0075,0.0011
1223,-0.0076,0.0002,-0.0075,0.0011
1224,-0.0076,0.0002,-0.0074,0.0011
1225,-0.0076,0.0002,-0.0074,0.0011
1226,-0.0076,0.0002,-0.0074,0.0011
1227,-0.0077,0.0002,-0.0073,0.0011
1228,-0.0077,0.0002,-0.0073,0.0011
1229,-0.0077,0.0002,-0.0073,0.0011
1230,-0.0077,0.0002,-0.0072,0.0011
1231,-0.0078,0.0002,-0.0072,0.0010
1232,-0.0078,0.0002,-0.0071,0.0010
1233,-0.0078,0.0002,-0.0071,0.0010
1234,-0.0079,0.0002,-0.0071,0.0010
1235,-0.0079,0.0002,-0.0070,0.0010
1236,-0.0079,0.0002,-0.0070,0.0010
1237,-0.0079,0.0002,-0.0070,0.0010
1238,-0.0080,0.0002,-0.0069,0.0010
1239,-0.0080,0.0002,-0.0069,0.0010
1240,-0.0080,0.0002,-0.0069,0.0010
1241,-0.0080,0.0002,-0.0068,0.0010
1242,-0.0081,0.0002,-0.0068,0.0010
1243,-0.0081,0.0002,-0.0068,0.0010
1244,-0.0081,0.0002,-0.0068,0.0010
1245,-0.0082,0.0003,-0.0067,0.0009
1246,-0.0082,0.0003,-0.0067,0.0009
1247,-0.0082,0.0003,-0.0067,0.0009
1248,-0.0083,0.0003,-0.0067,0.0009
1249,-0.0083,0.0003,-0.0067,0.0009
1250,-0.0083,0.0003,-0.0067,0.0009
1251,-0.0084,0.0003,-0.0066,0.0009
1252,-0.0084,0.0003,-0.0066,0.0009
1253,-0.0084,0.0003,-0.0066,0.0009
1254,-0.0085,0.0003,-0.0066,0.0009
1255,-0.0085,0.0003,-0.0066,0.0009
1256,-0.0086,0.0003,-0.0066,0.0009
1257,-0.0086,0.0003,-0.0066,0.0009
1258,-0.0086,0.0003,-0.0066,0.0009
1259,-0.0087,0.0003,-0.0065,0.0008
1260,-0.0087,0.0003,-0.0065,0.0008
1261,-0.0087,0.0003,-0.0065,0.0008
1262,-0.0088,0.0003,-0.0065,0.0008
1263,-0.0088,0.0003,-0.0065,0.0008
1264,-0.0088,0.0003,-0.0065,0.0008
1265,-0.0089,0.0003,-0.0064,0.0008
1266,-0.0089,0.0003,-0.0064,0.0008
1267,-0.0089,0.0003,-0.0064,0.0008
1268,-0.0090,0.0003,-0.0064,0.0008
1269,-0.0090,0.0003,-0.0063,0.0008
1270,-0.0090,0.0003,-0.0063,0.0008
1271,-0.0090,0.0003,-0.0063,0.0007
1272,-0.0091,0.0003,-0.0063,0.0007
1273,-0.0091,0.0003,-0.0063,0.0007
1274,-0.0091,0.0003,-0.0062,0.0007
1275,-0.0092,0.0003,-0.0062,0.0007
1276,-0.0092,0.0003,-0.0062,0.0007
1277,-0.0092,0.0003,-0.0062,0.0007
1278,-0.0092,0.0003,-0.0062,0.0007
1279,-0.0093,0.0003,-0.0062,0.0007
1280,-0.0093,0.0003,-0.0061,0.0007
1281,-0.0093,0.0003,-0.0061,0.0007
1282,-0.0093,0.0003,-0.0061,0.0007
1283,-0.0093,0.0003,-0.0061,0.0007
1284,-0.0094,0.0003,-0.0061,0.0006
1285,-0.0094,0.0003,-0.0061,0.0006
1286,-0.0094,0.0003,-0.0061,0.0006
1287,-0.0094,0.0003,-0.0061,0.0006
1288,-0.0095,0.0003,-0.0061,0.0006
1289,-0.0095,0.0003,-0.0061,0.0006
1290,-0.0095,0.0003,-0.0061,0.0006
1291,-0.0095,0.0003,-0.0061,0.0006
1292,-0.0095,0.0003,-0.0061,0.0006
1293,-0.0096,0.0003,-0.0061,0.0006
1294,-0.0096,0.0003,-0.0061,0.0006
1295,-0.0096,0.0003,-0.0061,0.0005
1296,-0.0096,0.0003,-0.0061,0.0005
1297,-0.0097,0.0003,-0.0061,0.0005
1298,-0.0097,0.0003,-0.0061,0.0005
1299,-0.0097,0.0003,-0.0061,0.0005
1300,-0.0097,0.0003,-0.0061,0.0005
1301,-0.0097,0.0003,-0.0061,0.0005
1302,-0.0098,0.0003,-0.0061,0.0005
1303,-0.0098,0.0003,-0.0061,0.0005
1304,-0.0098,0.0003,-0.0061,0.0005
1305,-0.0098,0.0003,-0.0060,0.0005
1306,-0.0099,0.0003,-0.0060,0.0005
1307,-0.0099,0.0003,-0.0060,0.0004
1308,-0.0099,0.0003,-0.0060,0.0004
1309,-0.0099,0.0003,-0.0059,0.0004
1310,-0.0100,0.0003,-0.0059,0.0004
1311,-0.0100,0.0003,-0.0059,0.0004
1312,-0.0100,0.0003,-0.0058,0.0004
1313,-0.0101,0.0003,-0.0058,0.0004
1314,-0.0101,0.0003,-0.0058,0.0004
1315,-0.0101,0.0003,-0.0057,0.0004
1316,-0.0102,0.0003,-0.0057,0.0004
1317,-0.0102,0.0003,-0.0057,0.0004
1318,-0.0102,0.0003,-0.0057,0.0004
1319,-0.0103,0.0003,-0.0056,0.0004
1320,-0.0103,0.0003,-0.0056,0.0003
1321,-0.0103,0.0003,-0.0056,0.0003
1322,-0.0104,0.0003,-0.0056,0.0003
1323,-0.0104,0.0003,-0.0056,0.0003
1324,-0.0104,0.0003,-0.0056,0.0003
1325,-0.0105,0.0003,-0.0056,0.0003
1326,-0.0105,0.0003,-0.0056,0.0003
1327,-0.0105,0.0003,-0.0056,0.0003
1328,-0.0106,0.0003,-0.0056,0.0003
1329,-0.0106,0.0003,-0.0056,0.0003
1330,-0.0107,0.0003,-0.0056,0.0003
1331,-0.0107,0.0003,-0.0056,0.0003
1332,-0.0107,0.0003,-0.0056,0.0003
1333,-0.0108,0.0003,-0.0056,0.0003
1334,-0.0108,0.0003,-0.0056,0.0003
1335,-0.0108,0.0003,-0.0056,0.0002
1336,-0.0109,0.0003,-0.0056,0.0002
1337,-0.0109,0.0003,-0.0057,0.0002
1338,-0.0109,0.0003,-0.0057,0.0002
1339,-0.0110,0.0003,-0.0057,0.0002
1340,-0.0110,0.0003,-0.0057,0.0002
1341,-0.0111,0.0003,-0.0057,0.0002
1342,-0.0111,0.0003,-0.0057,0.0002
1343,-0.0111,0.0003,-0.0057,0.0002
1344,-0.0112,0.0003,-0.0057,0.0002
1345,-0.0112,0.0003,-0.0057,0.0002
1346,-0.0112,0.0003,-0.0057,0.0002
1347,-0.0113,0.0003,-0.0057,0.0001
1348,-0.0113,0.0003,-0.0057,0.0001
1349,-0.0113,0.0003,-0.0057,0.0001
1350,-0.0114,0.0003,-0.0057,0.0001
1351,-0.0114,0.0003,-0.0057,0.0001
1352,-0.0114,0.0003,-0.0057,0.0001
1353,-0.0115,0.0003,-0.0056,0.0001
1354,-0.0115,0.0003,-0.0056,0.0001
1355,-0.0115,0.0003,-0.0056,0.0001
1356,-0.0116,0.0003,-0.0056,0.0001
1357,-0.0116,0.0003,-0.0055,0.0001
1358,-0.0116,0.0003,-0.0055,0.0001
1359,-0.0117,0.0003,-0.0055,0.0001
1360,-0.0117,0.0003,-0.0054,0.0000
1361,-0.0117,0.0003,-0.0054,0.0000
1362,-0.0118,0.0003,-0.0054,0.0000
1363,-0.0118,0.0003,-0.0053,0.0000
1364,-0.0119,0.0003,-0.0053,0.0000
1365,-0.0119,0.0003,-0.0053,0.0000
1366,-0.0120,0.0003,-0.0052,0.0000
1367,-0.0120,0.0003,-0.0052,0.0000
1368,-0.0120,0.0003,-0.0052,0.0000
1369,-0.0121,0.0003,-0.0051,0.0000
1370,-0.0121,0.0003,-0.0051,0.0000
1371,-0.0122,0.0003,-0.0051,0.0000
1372,-0.0122,0.0003,-0.0051,0.0000
1373,-0.0122,0.0003,-0.0050,0.0000
1374,-0.0123,0.0003,-0.0050,-0.0001
1375,-0.0123,0.0003,-0.0050,-0.0001
1376,-0.0124,0.0003,-0.0050,-0.0001
1377,-0.0124,0.0003,-0.0049,-0.0001
1378,-0.0124,0.0003,-0.0049,-0.0001
1379,-0.0125,0.0003,-0.0049,-0.0001
1380,-0.0125,0.0003,-0.0049,-0.0001
1381,-0.0125,0.0003,-0.0049,-0.0001
1382,-0.0126,0.0003,-0.0049,-0.0001
1383,-0.0126,0.0003,-0.0048,-0.0001
1384,-0.0126,0.0003,-0.0048,-0.0001
1385,-0.0127,0.0003,-0.0048,-0.0001
1386,-0.0127,0.0003,-0.0048,-0.0001
1387,-0.0127,0.0003,-0.0048,-0.0001
1388,-0.0128,0.0003,-0.0048,-0.0001
1389,-0.0128,0.0003,-0.0048,-0.0002
1390,-0.0128,0.0003,-0.0047,-0.0002
1391,-0.0129,0.0003,-0.0047,-0.0002
1392,-0.0129,0.0003,-0.0047,-0.0002
1393,-0.0129,0.0003,-0.0047,-0.0002
1394,-0.0130,0.0003,-0.0047,-0.0002
1395,-0.0130,0.0003,-0.0047,-0.0002
1396,-0.0130,0.0003,-0.0047,-0.0002
1397,-0.0131,0.0003,-0.0046,-0.0002
1398,-0.0131,0.0003,-0.0046,-0.0002
1399,-0.0131,0.0003,-0.0046,-0.0002
1400,-0.0132,0.0003,-0.0046,-0.0002
1401,-0.0132,0.0003,-0.0046,-0.0002
1402,-0.0132,0.0003,-0.0046,-0.0002
1403,-0.0133,0.0003,-0.0046,-0.0003
1404,-0.0133,0.0003,-0.0045,-0.0003
1405,-0.0133,0.0003,-0.0045,-0.0003
1406,-0.0134,0.0003,-0.0045,-0.0003
1407,-0.0134,0.0003,-0.0045,-0.0003
1408,-0.0135,0.0003,-0.0045,-0.0003
1409,-0.0135,0.0003,-0.0045,-0.0003
1410,-0.0135,0.0003,-0.0045,-0.0003
1411,-0.0136,0.0003,-0.0045,-0.0003
1412,-0.0136,0.0003,-0.0045,-0.0003
1413,-0.0136,0.0003,-0.0045,-0.0003
1414,-0.0137,0.0003,-0.0044,-0.0003
1415,-0.0137,0.0003,-0.0044,-0.0003
1416,-0.0138,0.0003,-0.0044,-0.0003
1417,-0.0138,0.0003,-0.0044,-0.0004
1418,-0.0138,0.0003,-0.0044,-0.0004
1419,-0.0139,0.0003,-0.0044,-0.0004
1420,-0.0139,0.0003,-0.0044,-0.0004
1421,-0.0139,0.0003,-0.0044,-0.0004
1422,-0.0140,0.0003,-0.0044,-0.0004
1423,-0.0140,0.0003,-0.0044,-0.0004
1424,-0.0141,0.0003,-0.0043,-0.0004
1425,-0.0141,0.0003,-0.0043,-0.0004
1426,-0.0141,0.0003,-0.0043,-0.0004
1427,-0.0142,0.0003,-0.0043,-0.0004
1428,-0.0142,0.0003,-0.0043,-0.0004
1429,-0.0142,0.0003,-0.0043,-0.0004
1430,-0.0143,0.0003,-0.0042,-0.0004
1431,-0.0143,0.0003,-0.0042,-0.0004
1432,-0.0143,0.0003,-0.0042,-0.0004
1433,-0.0143,0.0003,-0.0041,-0.0005
1434,-0.0144,0.0003,-0.0041,-0.0005
1435,-0.0144,0.0003,-0.0041,-0.0005
1436,-0.0144,0.0003,-0.0041,-0.0005
1437,-0.0145,0.0003,-0.0040,-0.0005
1438,-0.0145,0.0003,-0.0040,-0.0005
1439,-0.0145,0.0003,-0.0040,-0.0005
1440,-0.0146,0.0003,-0.0039,-0.0005
1441,-0.0146,0.0003,-0.0039,-0.0005
1442,-0.0146,0.0003,-0.0039,-0.0005
1443,-0.0146,0.0003,-0.0038,-0.0005
1444,-0.0147,0.0003,-0.0038,-0.0005
1445,-0.0147,0.0003,-0.0038,-0.0005
1446,-0.0147,0.0003,-0.0037,-0.0005
1447,-0.0148,0.0003,-0.0037,-0.0005
1448,-0.0148,0.0003,-0.0037,-0.0005
1449,-0.0148,0.0004,-0.0037,-0.0005
1450,-0.0149,0.0004,-0.0036,-0.0005
1451,-0.0149,0.0004,-0.0036,-0.0005
1452,-0.0149,0.0004,-0.0036,-0.0005
1453,-0.0150,0.0004,-0.0036,-0.0005
1454,-0.0150,0.0004,-0.0036,-0.0005
1455,-0.0150,0.0004,-0.0036,-0.0005
1456,-0.0151,0.0004,-0.0036,-0.0005
1457,-0.0151,0.0004,-0.0036,-0.0006
1458,-0.0152,0.0004,-0.0036,-0.0006
1459,-0.0152,0.0004,-0.0036,-0.0006
1460,-0.0152,0.0004,-0.0036,-0.0006
1461,-0.0153,0.0004,-0.0036,-0.0006
1462,-0.0153,0.0004,-0.0036,-0.0006
1463,-0.0154,0.0004,-0.0036,-0.0006
1464,-0.0154,0.0004,-0.0036,-0.0006
1465,-0.0155,0.0004,-0.0036,-0.0006
1466,-0.0155,0.0004,-0.0036,-0.0006
1467,-0.0155,0.0004,-0.0036,-0.0006
1468,-0.0156,0.0004,-0.0036,-0.0006
1469,-0.0156,0.0004,-0.0036,-0.0006
1470,-0.0157,0.0004,-0.0036,-0.0006
1471,-0.0157,0.0004,-0.0036,-0.0006
1472,-0.0158,0.0004,-0.0036,-0.0006
1473,-0.0158,0.0004,-0.0036,-0.0006
1474,-0.0159,0.0004,-0.0036,-0.0006
1475,-0.0159,0.0004,-0.0036,-0.0006
1476,-0.0160,0.0004,-0.0036,-0.0006
1477,-0.0160,0.0004,-0.0036,-0.0006
1478,-0.0161,0.0004,-0.0036,-0.0006
1479,-0.0161,0.0004,-0.0036,-0.0006
1480,-0.0162,0.0004,-0.0036,-0.0006
1481,-0.0162,0.0004,-0.0036,-0.0006
1482,-0.0163,0.0004,-0.0036,-0.0006
1483,-0.0163,0.0004,-0.0036,-0.0006
1484,-0.0164,0.0004,-0.0036,-0.0006
1485,-0.0164,0.0004,-0.0036,-0.0006
1486,-0.0165,0.0004,-0.0036,-0.0006
1487,-0.0165,0.0004,-0.0036,-0.0006
1488,-0.0166,0.0004,-0.0036,-0.0006
1489,-0.0166,0.0004,-0.0036,-0.0006
1490,-0.0167,0.0004,-0.0037,-0.0006
1491,-0.0167,0.0004,-0.0037,-0.0006
1492,-0.0167,0.0004,-0.0037,-0.0006
1493,-0.0168,0.0004,-0.0037,-0.0006
1494,-0.0168,0.0004,-0.0037,-0.0006
1495,-0.0169,0.0004,-0.0038,-0.0006
1496,-0.0169,0.0004,-0.0038,-0.0006
1497,-0.0169,0.0004,-0.0038,-0.0006
1498,-0.0170,0.0004,-0.0039,-0.0006
1499,-0.0170,0.0004,-0.0039,-0.0006
1500,-0.0171,0.0004,-0.0039,-0.0006
1501,-0.0171,0.0004,-0.0040,-0.0006
1502,-0.0171,0.0004,-0.0040,-0.0006
1503,-0.0172,0.0004,-0.0041,-0.0006
1504,-0.0172,0.0004,-0.0041,-0.0006
1505,-0.0172,0.0004,-0.0041,-0.0006
1506,-0.0173,0.0004,-0.0042,-0.0006
1507,-0.0173,0.0004,-0.0042,-0.0006
1508,-0.0173,0.0004,-0.0042,-0.0006
1509,-0.0174,0.0004,-0.0043,-0.0006
1510,-0.0174,0.0004,-0.0043,-0.0006
1511,-0.0174,0.0004,-0.0043,-0.0006
1512,-0.0175,0.0004,-0.0044,-0.0006
1513,-0.0175,0.0004,-0.0044,-0.0006
1514,-0.0175,0.0004,-0.0044,-0.0006
1515,-0.0176,0.0004,-0.0045,-0.0006
1516,-0.0176,0.0004,-0.0045,-0.0006
1517,-0.0176,0.0004,-0.0045,-0.0005
1518,-0.0177,0.0004,-0.0045,-0.0005
1519,-0.0177,0.0004,-0.0046,-0.0005
1520,-0.0177,0.0004,-0.0046,-0.0005
1521,-0.0178,0.0004,-0.0046,-0.0005
1522,-0.0178,0.0004,-0.0046,-0.0005
1523,-0.0179,0.0004,-0.0046,-0.0005
1524,-0.0179,0.0004,-0.0047,-0.0005
1525,-0.0179,0.0004,-0.0047,-0.0005
1526,-0.0180,0.0004,-0.0047,-0.0005
1527,-0.0180,0.0004,-0.0047,-0.0005
1528,-0.0180,0.0004,-0.0048,-0.0005
1529,-0.0181,0.0004,-0.0048,-0.0005
1530,-0.0181,0.0004,-0.0048,-0.0005
1531,-0.0181,0.0004,-0.0048,-0.0004
1532,-0.0182,0.0004,-0.0048,-0.0004
1533,-0.0182,0.0004,-0.0049,-0.0004
1534,-0.0182,0.0004,-0.0049,-0.0004
1535,-0.0183,0.0004,-0.0049,-0.0004
1536,-0.0183,0.0004,-0.0049,-0.0004
1537,-0.0183,0.0004,-0.0050,-0.0004
1538,-0.0184,0.0004,-0.0050,-0.0004
1539,-0.0184,0.0004,-0.0050,-0.0004
1540,-0.0184,0.0004,-0.0050,-0.0004
1541,-0.0185,0.0004,-0.0050,-0.0004
1542,-0.0185,0.0004,-0.0051,-0.0004
1543,-0.0185,0.0004,-0.0051,-0.0004
1544,-0.0186,0.0004,-0.0051,-0.0004
1545,-0.0186,0.0004,-0.0051,-0.0004
1546,-0.0186,0.0004,-0.0051,-0.0003
1547,-0.0186,0.0004,-0.0052,-0.0003
1548,-0.0187,0.0004,-0.0052,-0.0003
1549,-0.0187,0.0004,-0.0052,-0.0003
1550,-0.0187,0.0004,-0.0052,-0.0003
1551,-0.0188,0.0004,-0.0053,-0.0003
1552,-0.0188,0.0004,-0.0053,-0.0003
1553,-0.0188,0.0004,-0.0053,-0.0003
1554,-0.0189,0.0004,-0.0053,-0.0003
1555,-0.0189,0.0004,-0.0054,-0.0003
1556,-0.0189,0.0004,-0.0054,-0.0003
1557,-0.0190,0.0004,-0.0054,-0.0003
1558,-0.0190,0.0004,-0.0055,-0.0003
1559,-0.0190,0.0004,-0.0055,-0.0003
1560,-0.0191,0.0004,-0.0055,-0.0003
1561,-0.0191,0.0004,-0.0056,-0.0003
1562,-0.0192,0.0004,-0.0056,-0.0002
1563,-0.0192,0.0004,-0.0056,-0.0002
1564,-0.0192,0.0004,-0.0057,-0.0002
1565,-0.0193,0.0004,-0.0057,-0.0002
1566,-0.0193,0.0004,-0.0058,-0.0002
1567,-0.0194,0.0004,-0.0058,-0.0002
1568,-0.0194,0.0004,-0.0058,-0.0002
1569,-0.0194,0.0004,-0.0059,-0.0002
1570,-0.0195,0.0004,-0.0059,-0.0002
1571,-0.0195,0.0004,-0.0060,-0.0002
1572,-0.0196,0.0004,-0.0060,-0.0002
1573,-0.0196,0.0004,-0.0061,-0.0002
1574,-0.0197,0.0004,-0.0061,-0.0002
1575,-0.0197,0.0004,-0.0062,-0.0002
1576,-0.0197,0.0004,-0.0062,-0.0002
1577,-0.0198,0.0004,-0.0063,-0.0001
1578,-0.0198,0.0004,-0.0063,-0.0001
1579,-0.0198,0.0004,-0.0064,-0.0001
1580,-0.0198,0.0004,-0.0064,-0.0001
1581,-0.0199,0.0004,-0.0064,-0.0001
1582,-0.0199,0.0004,-0.0065,-0.0001
1583,-0.0199,0.0003,-0.0065,-0.0001
1584,-0.0199,0.0003,-0.0066,-0.0001
1585,-0.0200,0.0003,-0.0066,-0.0001
1586,-0.0200,0.0003,-0.0066,-0.0001
1587,-0.0200,0.0003,-0.0067,-0.0001
1588,-0.0200,0.0003,-0.0067,-0.0001
1589,-0.0200,0.0003,-0.0067,-0.0001
1590,-0.0200,0.0003,-0.0067,-0.0001
1591,-0.0200,0.0003,-0.0067,-0.0001
1592,-0.0200,0.0003,-0.0067,-0.0001
1593,-0.0200,0.0003,-0.0067,-0.0001
1594,-0.0201,0.0003,-0.0067,-0.0001
1595,-0.0201,0.0003,-0.0067,-0.0001
1596,-0.0201,0.0003,-0.0067,0.0000
1597,-0.0201,0.0003,-0.0067,0.0000
1598,-0.0201,0.0003,-0.0067,0.0000
1599,-0.0201,0.0003,-0.0067,0.0000
1600,-0.0201,0.0004,-0.0067,0.0000
1601,-0.0201,0.0004,-0.0067,0.0000
1602,-0.0201,0.0004,-0.0067,0.0000
1603,-0.0202,0.0004,-0.0067,0.0000
1604,-0.0202,0.0004,-0.0067,0.0000
1605,-0.0202,0.0004,-0.0066,0.0000
1606,-0.0202,0.0004,-0.0066,0.0000
1607,-0.0202,0.0004,-0.0066,0.0000
1608,-0.0203,0.0004,-0.0066,0.0000
1609,-0.0203,0.0004,-0.0066,0.0000
1610,-0.0203,0.0004,-0.0066,0.0000
1611,-0.0204,0.0004,-0.0066,0.0000
1612,-0.0204,0.0004,-0.0066,0.0000
1613,-0.0204,0.0004,-0.0066,0.0000
1614,-0.0205,0.0004,-0.0066,0.0000
1615,-0.0205,0.0004,-0.0066,0.0000
1616,-0.0205,0.0004,-0.0066,0.0000
1617,-0.0206,0.0004,-0.0066,0.0000
1618,-0.0206,0.0004,-0.0067,0.0000
1619,-0.0206,0.0004,-0.0067,0.0000
1620,-0.0207,0.0004,-0.0067,0.0000
1621,-0.0207,0.0004,-0.0067,0.0000
1622,-0.0208,0.0004,-0.0068,0.0000
1623,-0.0208,0.0004,-0.0068,0.0000
1624,-0.0208,0.0004,-0.0068,0.0000
1625,-0.0209,0.0004,-0.0069,0.0000
1626,-0.0209,0.0004,-0.0069,0.0000
1627,-0.0210,0.0004,-0.0070,0.0000
1628,-0.0210,0.0004,-0.0070,0.0000
1629,-0.0210,0.0004,-0.0070,0.0000
1630,-0.0211,0.0004,-0.0071,0.0000
1631,-0.0211,0.0004,-0.0071,0.0000
1632,-0.0212,0.0004,-0.0071,0.0000
1633,-0.0212,0.0004,-0.0072,0.0000
1634,-0.0212,0.0004,-0.0072,0.0000
1635,-0.0213,0.0004,-0.0072,0.0000
1636,-0.0213,0.0004,-0.0072,0.0000
1637,-0.0213,0.0004,-0.0073,0.0000
1638,-0.0214,0.0004,-0.0073,0.0001
1639,-0.0214,0.0004,-0.0073,0.0001
1640,-0.0214,0.0004,-0.0073,0.0001
1641,-0.0214,0.0004,-0.0073,0.0001
1642,-0.0215,0.0004,-0.0073,0.0001
1643,-0.0215,0.0004,-0.0074,0.0001
1644,-0.0215,0.0004,-0.0074,0.0001
1645,-0.0216,0.0004,-0.0074,0.0001
1646,-0.0216,0.0004,-0.0074,0.0001
1647,-0.0216,0.0004,-0.0074,0.0001
1648,-0.0216,0.0004,-0.0074,0.0001
1649,-0.0217,0.0004,-0.0074,0.0001
1650,-0.0217,0.0004,-0.0074,0.0001
1651,-0.0217,0.0004,-0.0074,0.0001
1652,-0.0217,0.0004,-0.0074,0.0001
1653,-0.0217,0.0004,-0.0074,0.0001
1654,-0.0218,0.0004,-0.0074,0.0001
1655,-0.0218,0.0004,-0.0074,0.0001
1656,-0.0218,0.0004,-0.0074,0.0002
1657,-0.0218,0.0004,-0.0074,0.0002
1658,-0.0219,0.0004,-0.0075,0.0002
1659,-0.0219,0.0004,-0.0075,0.0002
1660,-0.0219,0.0004,-0.0075,0.0002
1661,-0.0219,0.0004,-0.0075,0.0002
1662,-0.0219,0.0004,-0.0075,0.0002
1663,-0.0219,0.0004,-0.0075,0.0002
1664,-0.0220,0.0004,-0.0075,0.0002
1665,-0.0220,0.0004,-0.0075,0.0002
1666,-0.0220,0.0004,-0.0076,0.0002
1667,-0.0220,0.0004,-0.0076,0.0002
1668,-0.0220,0.0004,-0.0076,0.0002
1669,-0.0220,0.0004,-0.0076,0.0002
1670,-0.0220,0.0004,-0.0076,0.0002
1671,-0.0221,0.0004,-0.0077,0.0002
1672,-0.0221,0.0004,-0.0077,0.0003
1673,-0.0221,0.0004,-0.0077,0.0003
1674,-0.0221,0.0004,-0.0077,0.0003
1675,-0.0221,0.0004,-0.0078,0.0003
1676,-0.0221,0.0004,-0.0078,0.0003
1677,-0.0221,0.0004,-0.0078,0.0003
1678,-0.0221,0.0004,-0.0078,0.0003
1679,-0.0222,0.0004,-0.0079,0.0003
1680,-0.0222,0.0004,-0.0079,0.0003
1681,-0.0222,0.0004,-0.0079,0.0003
1682,-0.0222,0.0004,-0.0079,0.0003
1683,-0.0222,0.0004,-0.0080,0.0003
1684,-0.0223,0.0004,-0.0080,0.0003
1685,-0.0223,0.0004,-0.0080,0.0003
1686,-0.0223,0.0004,-0.0081,0.0003
1687,-0.0223,0.0004,-0.0081,0.0003
1688,-0.0224,0.0004,-0.0081,0.0003
1689,-0.0224,0.0004,-0.0082,0.0003
1690,-0.0224,0.0004,-0.0082,0.0003
1691,-0.0225,0.0004,-0.0082,0.0003
1692,-0.0225,0.0004,-0.0083,0.0003
1693,-0.0225,0.0004,-0.0083,0.0004
1694,-0.0226,0.0004,-0.0084,0.0004
1695,-0.0226,0.0004,-0.0084,0.0004
1696,-0.0226,0.0004,-0.0084,0.0004
1697,-0.0227,0.0004,-0.0085,0.0004
1698,-0.0227,0.0004,-0.0085,0.0004
1699,-0.0228,0.0004,-0.0086,0.0004
1700,-0.0228,0.0004,-0.0086,0.0004
1701,-0.0228,0.0004,-0.0086,0.0004
1702,-0.0229,0.0004,-0.0087,0.0004
1703,-0.0229,0.0004,-0.0087,0.0004
1704,-0.0229,0.0004,-0.0088,0.0004
1705,-0.0230,0.0004,-0.0088,0.0004
1706,-0.0230,0.0004,-0.0088,0.0004
1707,-0.0230,0.0004,-0.0089,0.0004
1708,-0.0231,0.0004,-0.0089,0.0004
1709,-0.0231,0.0004,-0.0090,0.0004
1710,-0.0231,0.0004,-0.0090,0.0004
1711,-0.0232,0.0004,-0.0090,0.0004
1712,-0.0232,0.0004,-0.0091,0.0004
1713,-0.0232,0.0004,-0.0091,0.0005
1714,-0.0233,0.0004,-0.0091,0.0005
1715,-0.0233,0.0004,-0.0091,0.0005
1716,-0.0233,0.0004,-0.0092,0.0005
1717,-0.0233,0.0004,-0.0092,0.0005
1718,-0.0233,0.0004,-0.0092,0.0005
1719,-0.0234,0.0003,-0.0092,0.0005
1720,-0.0234,0.0003,-0.0093,0.0005
1721,-0.0234,0.0003,-0.0093,0.0005
1722,-0.0234,0.0003,-0.0093,0.0005
1723,-0.0235,0.0003,-0.0093,0.0005
1724,-0.0235,0.0003,-0.0094,0.0005
1725,-0.0235,0.0003,-0.0094,0.0005
1726,-0.0235,0.0003,-0.0094,0.0005
