Point,AFTDIA,AFTBF,*FWDDIA,*FWDBF
589,0.0053,0.0000,-0.0014,0.0012
590,0.0053,0.0000,-0.0015,0.0012
591,0.0053,0.0000,-0.0015,0.0012
592,0.0053,0.0000,-0.0016,0.0013
593,0.0053,0.0000,-0.0016,0.0013
594,0.0053,0.0000,-0.0016,0.0013
595,0.0052,0.0000,-0.0017,0.0013
596,0.0052,0.0000,-0.0017,0.0013
597,0.0052,0.0000,-0.0018,0.0013
598,0.0052,0.0000,-0.0018,0.0013
599,0.0052,0.0000,-0.0019,0.0013
600,0.0051,0.0000,-0.0019,0.0013
601,0.0051,0.0000,-0.0020,0.0013
602,0.0051,0.0000,-0.0020,0.0013
603,0.0051,0.0000,-0.0021,0.0013
604,0.0050,0.0000,-0.0021,0.0013
605,0.0050,0.0000,-0.0022,0.0013
606,0.0050,0.0000,-0.0022,0.0013
607,0.0050,0.0000,-0.0023,0.0013
608,0.0050,0.0000,-0.0023,0.0013
609,0.0049,0.0000,-0.0024,0.0014
610,0.0049,0.0000,-0.0024,0.0014
611,0.0049,0.0000,-0.0024,0.0014
612,0.0049,0.0000,-0.0025,0.0014
613,0.0049,0.0000,-0.0025,0.0014
614,0.0048,0.0000,-0.0026,0.0014
615,0.0048,0.0000,-0.0026,0.0014
616,0.0048,0.0000,-0.0027,0.0014
617,0.0048,0.0000,-0.0027,0.0014
618,0.0048,0.0000,-0.0027,0.0014
619,0.0048,0.0000,-0.0028,0.0014
620,0.0048,0.0000,-0.0028,0.0014
621,0.0048,0.0000,-0.0029,0.0014
622,0.0048,0.0000,-0.0029,0.0014
623,0.0048,0.0000,-0.0029,0.0014
624,0.0048,0.0000,-0.0030,0.0014
625,0.0048,0.0000,-0.0030,0.0014
626,0.0048,0.0000,-0.0030,0.0015
627,0.0048,0.0000,-0.0031,0.0015
628,0.0048,0.0000,-0.0031,0.0015
629,0.0048,0.0000,-0.0031,0.0015
630,0.0048,0.0000,-0.0032,0.0015
631,0.0048,0.0000,-0.0032,0.0015
632,0.0048,0.0000,-0.0032,0.0015
633,0.0048,0.0000,-0.0033,0.0015
634,0.0048,0.0000,-0.0033,0.0015
635,0.0048,0.0000,-0.0033,0.0015
636,0.0048,0.0000,-0.0034,0.0015
637,0.0048,0.0000,-0.0034,0.0015
638,0.0048,0.0000,-0.0034,0.0015
639,0.0048,0.0000,-0.0034,0.0015
640,0.0048,0.0000,-0.0035,0.0015
641,0.0048,0.0000,-0.0035,0.0016
642,0.0049,0.0000,-0.0035,0.0016
643,0.0049,0.0000,-0.0035,0.0016
644,0.0049,0.0000,-0.0035,0.0016
645,0.0049,0.0000,-0.0036,0.0016
646,0.0049,0.0000,-0.0036,0.0016
647,0.0049,0.0000,-0.0036,0.0016
648,0.0049,0.0000,-0.0036,0.0016
649,0.0049,0.0000,-0.0036,0.0016
650,0.0049,-0.0001,-0.0037,0.0016
651,0.0049,-0.0001,-0.0037,0.0016
652,0.0049,-0.0001,-0.0037,0.0016
653,0.0049,-0.0001,-0.0037,0.0016
654,0.0049,-0.0001,-0.0037,0.0016
655,0.0049,-0.0001,-0.0038,0.0016
656,0.0049,-0.0001,-0.0038,0.0016
657,0.0049,-0.0001,-0.0038,0.0017
658,0.0049,-0.0001,-0.0038,0.0017
659,0.0049,-0.0001,-0.0039,0.0017
660,0.0049,-0.0001,-0.0039,0.0017
661,0.0048,-0.0001,-0.0039,0.0017
662,0.0048,-0.0001,-0.0039,0.0017
663,0.0048,-0.0001,-0.0040,0.0017
664,0.0048,-0.0001,-0.0040,0.0017
665,0.0048,-0.0001,-0.0040,0.0017
666,0.0048,-0.0001,-0.0041,0.0017
667,0.0048,-0.0001,-0.0041,0.0017
668,0.0048,-0.0001,-0.0042,0.0017
669,0.0048,-0.0001,-0.0042,0.0017
670,0.0048,-0.0001,-0.0042,0.0017
671,0.0048,-0.0001,-0.0043,0.0017
672,0.0047,-0.0001,-0.0043,0.0017
673,0.0047,0.0000,-0.0043,0.0017
674,0.0047,0.0000,-0.0044,0.0017
675,0.0047,0.0000,-0.0044,0.0017
676,0.0047,0.0000,-0.0045,0.0017
677,0.0047,0.0000,-0.0045,0.0017
678,0.0046,0.0000,-0.0045,0.0017
679,0.0046,0.0000,-0.0046,0.0017
680,0.0046,0.0000,-0.0046,0.0017
681,0.0046,0.0000,-0.0046,0.0018
682,0.0045,0.0000,-0.0047,0.0018
683,0.0045,0.0000,-0.0047,0.0018
684,0.0045,0.0000,-0.0047,0.0018
685,0.0044,0.0000,-0.0048,0.0018
686,0.0044,0.0000,-0.0048,0.0018
687,0.0044,0.0000,-0.0048,0.0018
688,0.0044,0.0000,-0.0048,0.0018
689,0.0043,0.0000,-0.0049,0.0018
690,0.0043,0.0000,-0.0049,0.0018
691,0.0043,0.0000,-0.0049,0.0018
692,0.0043,0.0000,-0.0049,0.0018
693,0.0042,0.0000,-0.0049,0.0018
694,0.0042,0.0000,-0.0049,0.0018
695,0.0042,0.0000,-0.0050,0.0018
696,0.0042,0.0000,-0.0050,0.0018
697,0.0042,0.0000,-0.0050,0.0018
698,0.0041,0.0000,-0.0050,0.0018
699,0.0041,0.0000,-0.0050,0.0018
700,0.0041,0.0000,-0.0050,0.0018
701,0.0041,0.0000,-0.0050,0.0018
702,0.0041,0.0000,-0.0051,0.0018
703,0.0040,0.0000,-0.0051,0.0018
704,0.0040,0.0000,-0.0051,0.0018
705,0.0040,0.0000,-0.0051,0.0018
706,0.0040,0.0000,-0.0052,0.0018
707,0.0040,0.0000,-0.0052,0.0018
708,0.0040,0.0000,-0.0052,0.0018
709,0.0040,0.0000,-0.0052,0.0018
710,0.0039,0.0000,-0.0053,0.0018
711,0.0039,0.0000,-0.0053,0.0018
712,0.0039,0.0000,-0.0053,0.0018
713,0.0039,0.0000,-0.0054,0.0018
714,0.0039,0.0000,-0.0054,0.0018
715,0.0039,0.0000,-0.0055,0.0018
716,0.0039,0.0000,-0.0055,0.0018
717,0.0039,0.0000,-0.0055,0.0018
718,0.0039,0.0000,-0.0056,0.0018
719,0.0038,0.0000,-0.0056,0.0019
720,0.0038,0.0001,-0.0057,0.0019
721,0.0038,0.0001,-0.0057,0.0019
722,0.0038,0.0001,-0.0057,0.0019
723,0.0038,0.0001,-0.0058,0.0019
724,0.0038,0.0001,-0.0058,0.0019
725,0.0038,0.0001,-0.0059,0.0019
726,0.0038,0.0001,-0.0059,0.0019
727,0.0038,0.0001,-0.0059,0.0019
728,0.0037,0.0001,-0.0060,0.0019
729,0.0037,0.0001,-0.0060,0.0019
730,0.0037,0.0001,-0.0060,0.0019
731,0.0037,0.0001,-0.0060,0.0019
732,0.0037,0.0001,-0.0061,0.0019
733,0.0037,0.0001,-0.0061,0.0019
734,0.0037,0.0001,-0.0061,0.0019
735,0.0037,0.0001,-0.0061,0.0019
736,0.0037,0.0001,-0.0062,0.0019
737,0.0037,0.0001,-0.0062,0.0019
738,0.0037,0.0001,-0.0062,0.0019
739,0.0036,0.0001,-0.0062,0.0019
740,0.0036,0.0001,-0.0062,0.0019
741,0.0036,0.0001,-0.0063,0.0019
742,0.0036,0.0001,-0.0063,0.0019
743,0.0036,0.0001,-0.0063,0.0019
744,0.0036,0.0001,-0.0063,0.0019
745,0.0036,0.0001,-0.0064,0.0019
746,0.0036,0.0001,-0.0064,0.0019
747,0.0036,0.0001,-0.0064,0.0019
748,0.0036,0.0001,-0.0064,0.0019
749,0.0035,0.0001,-0.0064,0.0019
750,0.0035,0.0001,-0.0065,0.0019
751,0.0035,0.0001,-0.0065,0.0019
752,0.0035,0.0001,-0.0065,0.0019
753,0.0035,0.0001,-0.0065,0.0019
754,0.0035,0.0001,-0.0066,0.0019
755,0.0035,0.0001,-0.0066,0.0019
756,0.0035,0.0001,-0.0066,0.0019
757,0.0034,0.0001,-0.0067,0.0019
758,0.0034,0.0001,-0.0067,0.0020
759,0.0034,0.0001,-0.0067,0.0020
760,0.0034,0.0001,-0.0067,0.0020
761,0.0034,0.0001,-0.0068,0.0020
762,0.0034,0.0001,-0.0068,0.0020
763,0.0034,0.0001,-0.0068,0.0020
764,0.0034,0.0001,-0.0068,0.0020
765,0.0034,0.0001,-0.0069,0.0020
766,0.0034,0.0001,-0.0069,0.0020
767,0.0034,0.0001,-0.0069,0.0020
768,0.0034,0.0001,-0.0069,0.0020
769,0.0034,0.0001,-0.0070,0.0020
770,0.0034,0.0001,-0.0070,0.0020
771,0.0034,0.0001,-0.0070,0.0020
772,0.0034,0.0001,-0.0070,0.0020
773,0.0034,0.0001,-0.0070,0.0020
774,0.0034,0.0001,-0.0070,0.0020
775,0.0034,0.0001,-0.0070,0.0020
776,0.0034,0.0001,-0.0071,0.0020
777,0.0034,0.0001,-0.0071,0.0020
778,0.0034,0.0001,-0.0071,0.0020
779,0.0034,0.0001,-0.0071,0.0020
780,0.0034,0.0001,-0.0071,0.0020
781,0.0034,0.0001,-0.0071,0.0020
782,0.0034,0.0001,-0.0071,0.0020
783,0.0034,0.0001,-0.0071,0.0020
784,0.0034,0.0001,-0.0072,0.0020
785,0.0034,0.0001,-0.0072,0.0020
786,0.0034,0.0001,-0.0072,0.0020
787,0.0034,0.0001,-0.0072,0.0020
788,0.0034,0.0001,-0.0072,0.0020
789,0.0033,0.0001,-0.0073,0.0020
790,0.0033,0.0001,-0.0073,0.0020
791,0.0033,0.0001,-0.0073,0.0020
792,0.0033,0.0001,-0.0073,0.0020
793,0.0033,0.0001,-0.0074,0.0020
794,0.0033,0.0001,-0.0074,0.0020
795,0.0033,0.0001,-0.0074,0.0020
796,0.0033,0.0001,-0.0074,0.0020
797,0.0032,0.0001,-0.0075,0.0020
798,0.0032,0.0001,-0.0075,0.0020
799,0.0032,0.0001,-0.0075,0.0020
800,0.0032,0.0001,-0.0076,0.0020
801,0.0032,0.0001,-0.0076,0.0020
802,0.0032,0.0001,-0.0076,0.0021
803,0.0032,0.0001,-0.0077,0.0021
804,0.0031,0.0001,-0.0077,0.0021
805,0.0031,0.0001,-0.0077,0.0021
806,0.0031,0.0001,-0.0077,0.0021
807,0.0031,0.0001,-0.0078,0.0021
808,0.0031,0.0001,-0.0078,0.0021
809,0.0031,0.0001,-0.0078,0.0021
810,0.0031,0.0001,-0.0078,0.0021
811,0.0031,0.0001,-0.0079,0.0021
812,0.0031,0.0001,-0.0079,0.0021
813,0.0031,0.0001,-0.0079,0.0021
814,0.0030,0.0001,-0.0079,0.0021
815,0.0030,0.0001,-0.0079,0.0021
816,0.0030,0.0001,-0.0079,0.0021
817,0.0030,0.0001,-0.0079,0.0021
818,0.0030,0.0001,-0.0080,0.0021
819,0.0030,0.0001,-0.0080,0.0021
820,0.0030,0.0001,-0.0080,0.0021
821,0.0030,0.0001,-0.0080,0.0021
822,0.0030,0.0001,-0.0080,0.0021
823,0.0030,0.0001,-0.0080,0.0021
824,0.0030,0.0001,-0.0080,0.0021
825,0.0030,0.0001,-0.0080,0.0021
826,0.0029,0.0001,-0.0080,0.0021
827,0.0029,0.0001,-0.0081,0.0021
828,0.0029,0.0001,-0.0081,0.0021
829,0.0029,0.0001,-0.0081,0.0021
830,0.0029,0.0001,-0.0081,0.0021
831,0.0029,0.0001,-0.0081,0.0021
832,0.0028,0.0001,-0.0081,0.0021
833,0.0028,0.0001,-0.0082,0.0021
834,0.0028,0.0001,-0.0082,0.0021
835,0.0028,0.0001,-0.0082,0.0021
836,0.0027,0.0001,-0.0082,0.0021
837,0.0027,0.0001,-0.0082,0.0021
838,0.0027,0.0001,-0.0083,0.0021
839,0.0026,0.0001,-0.0083,0.0021
840,0.0026,0.0001,-0.0083,0.0021
841,0.0026,0.0001,-0.0083,0.0021
842,0.0025,0.0001,-0.0083,0.0021
843,0.0025,0.0001,-0.0084,0.0021
844,0.0025,0.0001,-0.0084,0.0021
845,0.0024,0.0001,-0.0084,0.0021
846,0.0024,0.0001,-0.0084,0.0021
847,0.0024,0.0001,-0.0084,0.0021
848,0.0024,0.0001,-0.0084,0.0020
849,0.0023,0.0001,-0.0085,0.0020
850,0.0023,0.0001,-0.0085,0.0020
851,0.0023,0.0001,-0.0085,0.0020
852,0.0023,0.0001,-0.0085,0.0020
853,0.0022,0.0001,-0.0085,0.0021
854,0.0022,0.0001,-0.0085,0.0021
855,0.0022,0.0001,-0.0086,0.0021
856,0.0022,0.0001,-0.0086,0.0021
857,0.0022,0.0001,-0.0086,0.0021
858,0.0021,0.0001,-0.0086,0.0021
859,0.0021,0.0001,-0.0086,0.0021
860,0.0021,0.0001,-0.0086,0.0021
861,0.0021,0.0001,-0.0086,0.0021
862,0.0021,0.0001,-0.0087,0.0021
863,0.0021,0.0001,-0.0087,0.0021
864,0.0021,0.0001,-0.0087,0.0021
865,0.0020,0.0001,-0.0087,0.0021
866,0.0020,0.0001,-0.0087,0.0021
867,0.0020,0.0001,-0.0087,0.0021
868,0.0020,0.0001,-0.0088,0.0021
869,0.0020,0.0001,-0.0088,0.0021
870,0.0020,0.0001,-0.0088,0.0020
871,0.0020,0.0001,-0.0088,0.0020
872,0.0019,0.0001,-0.0088,0.0020
873,0.0019,0.0001,-0.0088,0.0020
874,0.0019,0.0001,-0.0089,0.0020
875,0.0019,0.0001,-0.0089,0.0020
876,0.0019,0.0001,-0.0089,0.0020
877,0.0018,0.0001,-0.0089,0.0020
878,0.0018,0.0001,-0.0089,0.0020
879,0.0018,0.0001,-0.0089,0.0020
880,0.0018,0.0001,-0.0089,0.0020
881,0.0017,0.0001,-0.0089,0.0020
882,0.0017,0.0001,-0.0089,0.0020
883,0.0017,0.0001,-0.0089,0.0020
884,0.0017,0.0001,-0.0089,0.0020
885,0.0016,0.0001,-0.0090,0.0020
886,0.0016,0.0001,-0.0090,0.0020
887,0.0016,0.0001,-0.0090,0.0021
888,0.0016,0.0001,-0.0090,0.0021
889,0.0015,0.0001,-0.0090,0.0021
890,0.0015,0.0001,-0.0090,0.0021
891,0.0015,0.0001,-0.0090,0.0021
892,0.0014,0.0001,-0.0090,0.0021
893,0.0014,0.0001,-0.0090,0.0021
894,0.0014,0.0001,-0.0090,0.0021
895,0.0014,0.0001,-0.0090,0.0021
896,0.0013,0.0001,-0.0090,0.0021
897,0.0013,0.0001,-0.0090,0.0021
898,0.0013,0.0001,-0.0090,0.0021
899,0.0013,0.0001,-0.0090,0.0021
900,0.0012,0.0001,-0.0090,0.0021
901,0.0012,0.0001,-0.0090,0.0021
902,0.0012,0.0001,-0.0090,0.0021
903,0.0012,0.0001,-0.0090,0.0021
904,0.0011,0.0001,-0.0090,0.0021
905,0.0011,0.0001,-0.0090,0.0021
906,0.0011,0.0001,-0.0090,0.0021
907,0.0011,0.0001,-0.0091,0.0021
908,0.0011,0.0001,-0.0091,0.0021
909,0.0010,0.0001,-0.0091,0.0021
910,0.0010,0.0001,-0.0091,0.0021
911,0.0010,0.0001,-0.0091,0.0021
912,0.0010,0.0001,-0.0091,0.0021
913,0.0009,0.0001,-0.0091,0.0021
914,0.0009,0.0001,-0.0091,0.0021
915,0.0009,0.0001,-0.0091,0.0021
916,0.0009,0.0001,-0.0092,0.0021
917,0.0009,0.0001,-0.0092,0.0021
918,0.0008,0.0001,-0.0092,0.0021
919,0.0008,0.0001,-0.0092,0.0021
920,0.0008,0.0001,-0.0092,0.0021
921,0.0008,0.0001,-0.0092,0.0021
922,0.0007,0.0001,-0.0092,0.0021
923,0.0007,0.0001,-0.0092,0.0021
924,0.0007,0.0001,-0.0092,0.0021
925,0.0007,0.0001,-0.0092,0.0021
926,0.0007,0.0001,-0.0092,0.0021
927,0.0006,0.0001,-0.0092,0.0021
928,0.0006,0.0001,-0.0092,0.0021
929,0.0006,0.0001,-0.0092,0.0021
930,0.0006,0.0001,-0.0092,0.0021
931,0.0006,0.0001,-0.0092,0.0021
932,0.0006,0.0001,-0.0092,0.0021
933,0.0005,0.0001,-0.0092,0.0021
934,0.0005,0.0001,-0.0092,0.0021
935,0.0005,0.0001,-0.0092,0.0021
936,0.0005,0.0001,-0.0092,0.0021
937,0.0005,0.0001,-0.0092,0.0021
938,0.0005,0.0001,-0.0092,0.0021
939,0.0005,0.0001,-0.0092,0.0021
940,0.0004,0.0001,-0.0092,0.0021
941,0.0004,0.0001,-0.0092,0.0021
942,0.0004,0.0001,-0.0092,0.0021
943,0.0004,0.0001,-0.0092,0.0021
944,0.0004,0.0001,-0.0092,0.0021
945,0.0004,0.0001,-0.0092,0.0021
946,0.0004,0.0001,-0.0092,0.0021
947,0.0004,0.0001,-0.0092,0.0021
948,0.0004,0.0001,-0.0092,0.0021
949,0.0003,0.0001,-0.0092,0.0021
950,0.0003,0.0001,-0.0092,0.0021
951,0.0003,0.0001,-0.0092,0.0020
952,0.0003,0.0001,-0.0092,0.0020
953,0.0003,0.0001,-0.0092,0.0020
954,0.0002,0.0001,-0.0092,0.0020
955,0.0002,0.0002,-0.0092,0.0020
956,0.0002,0.0002,-0.0092,0.0020
957,0.0002,0.0002,-0.0092,0.0020
958,0.0002,0.0002,-0.0092,0.0020
959,0.0001,0.0002,-0.0092,0.0020
960,0.0001,0.0002,-0.0092,0.0020
961,0.0001,0.0002,-0.0092,0.0020
962,0.0000,0.0002,-0.0092,0.0020
963,0.0000,0.0002,-0.0093,0.0020
964,0.0000,0.0002,-0.0093,0.0020
965,-0.0001,0.0002,-0.0093,0.0020
966,-0.0001,0.0002,-0.0093,0.0020
967,-0.0001,0.0002,-0.0093,0.0020
968,-0.0002,0.0002,-0.0093,0.0020
969,-0.0002,0.0002,-0.0093,0.0020
970,-0.0002,0.0002,-0.0093,0.0020
971,-0.0003,0.0002,-0.0093,0.0020
972,-0.0003,0.0002,-0.0094,0.0020
973,-0.0003,0.0002,-0.0094,0.0020
974,-0.0003,0.0002,-0.0094,0.0020
975,-0.0004,0.0002,-0.0094,0.0020
976,-0.0004,0.0002,-0.0094,0.0020
977,-0.0004,0.0002,-0.0094,0.0020
978,-0.0004,0.0002,-0.0095,0.0020
979,-0.0005,0.0002,-0.0095,0.0020
980,-0.0005,0.0002,-0.0095,0.0020
981,-0.0005,0.0002,-0.0095,0.0020
982,-0.0005,0.0002,-0.0095,0.0021
983,-0.0006,0.0002,-0.0096,0.0021
984,-0.0006,0.0002,-0.0096,0.0021
985,-0.0006,0.0002,-0.0096,0.0021
986,-0.0006,0.0002,-0.0096,0.0021
987,-0.0006,0.0002,-0.0096,0.0021
988,-0.0007,0.0002,-0.0096,0.0021
989,-0.0007,0.0002,-0.0097,0.0021
990,-0.0007,0.0002,-0.0097,0.0021
991,-0.0007,0.0002,-0.0097,0.0021
992,-0.0007,0.0002,-0.0097,0.0021
993,-0.0008,0.0002,-0.0097,0.0021
994,-0.0008,0.0002,-0.0097,0.0021
995,-0.0008,0.0002,-0.0097,0.0021
996,-0.0008,0.0002,-0.0097,0.0021
997,-0.0009,0.0002,-0.0097,0.0021
998,-0.0009,0.0002,-0.0097,0.0021
999,-0.0009,0.0002,-0.0097,0.0021
1000,-0.0009,0.0002,-0.0097,0.0021
1001,-0.0010,0.0002,-0.0097,0.0021
1002,-0.0010,0.0002,-0.0097,0.0021
1003,-0.0010,0.0002,-0.0097,0.0021
1004,-0.0011,0.0002,-0.0097,0.0021
1005,-0.0011,0.0002,-0.0097,0.0021
1006,-0.0011,0.0002,-0.0097,0.0021
1007,-0.0012,0.0002,-0.0097,0.0020
1008,-0.0012,0.0002,-0.0097,0.0020
1009,-0.0012,0.0002,-0.0097,0.0020
1010,-0.0013,0.0002,-0.0097,0.0020
1011,-0.0013,0.0002,-0.0097,0.0020
1012,-0.0013,0.0002,-0.0097,0.0020
1013,-0.0014,0.0002,-0.0097,0.0020
1014,-0.0014,0.0002,-0.0097,0.0020
1015,-0.0014,0.0002,-0.0097,0.0020
1016,-0.0015,0.0002,-0.0097,0.0020
1017,-0.0015,0.0002,-0.0097,0.0020
1018,-0.0015,0.0002,-0.0097,0.0020
1019,-0.0016,0.0002,-0.0097,0.0020
1020,-0.0016,0.0002,-0.0097,0.0020
1021,-0.0016,0.0002,-0.0097,0.0020
1022,-0.0017,0.0002,-0.0097,0.0020
1023,-0.0017,0.0002,-0.0097,0.0020
1024,-0.0017,0.0002,-0.0097,0.0020
1025,-0.0018,0.0002,-0.0097,0.0020
1026,-0.0018,0.0002,-0.0096,0.0020
1027,-0.0018,0.0002,-0.0096,0.0020
1028,-0.0019,0.0002,-0.0096,0.0020
1029,-0.0019,0.0002,-0.0096,0.0020
1030,-0.0019,0.0002,-0.0096,0.0020
1031,-0.0020,0.0002,-0.0096,0.0020
1032,-0.0020,0.0002,-0.0095,0.0020
1033,-0.0020,0.0002,-0.0095,0.0020
1034,-0.0021,0.0002,-0.0095,0.0020
1035,-0.0021,0.0002,-0.0095,0.0020
1036,-0.0021,0.0002,-0.0095,0.0020
1037,-0.0022,0.0002,-0.0094,0.0020
1038,-0.0022,0.0002,-0.0094,0.0020
1039,-0.0022,0.0002,-0.0094,0.0020
1040,-0.0023,0.0002,-0.0094,0.0020
1041,-0.0023,0.0002,-0.0094,0.0020
1042,-0.0023,0.0002,-0.0093,0.0020
1043,-0.0024,0.0002,-0.0093,0.0020
1044,-0.0024,0.0002,-0.0093,0.0020
1045,-0.0024,0.0002,-0.0093,0.0020
1046,-0.0025,0.0002,-0.0093,0.0020
1047,-0.0025,0.0002,-0.0093,0.0019
1048,-0.0025,0.0002,-0.0093,0.0019
1049,-0.0025,0.0002,-0.0092,0.0019
1050,-0.0026,0.0002,-0.0092,0.0019
1051,-0.0026,0.0002,-0.0092,0.0019
1052,-0.0026,0.0002,-0.0092,0.0019
1053,-0.0026,0.0002,-0.0092,0.0019
1054,-0.0027,0.0002,-0.0092,0.0019
1055,-0.0027,0.0002,-0.0092,0.0019
1056,-0.0027,0.0002,-0.0092,0.0019
1057,-0.0027,0.0002,-0.0092,0.0019
1058,-0.0027,0.0002,-0.0092,0.0019
1059,-0.0027,0.0002,-0.0091,0.0019
1060,-0.0028,0.0002,-0.0091,0.0019
1061,-0.0028,0.0002,-0.0091,0.0019
1062,-0.0028,0.0002,-0.0091,0.0019
1063,-0.0028,0.0002,-0.0091,0.0019
1064,-0.0028,0.0002,-0.0091,0.0019
1065,-0.0029,0.0002,-0.0091,0.0019
1066,-0.0029,0.0002,-0.0090,0.0019
1067,-0.0029,0.0002,-0.0090,0.0019
1068,-0.0029,0.0002,-0.0090,0.0019
1069,-0.0029,0.0002,-0.0090,0.0019
1070,-0.0030,0.0002,-0.0090,0.0018
1071,-0.0030,0.0002,-0.0089,0.0018
1072,-0.0030,0.0002,-0.0089,0.0018
1073,-0.0030,0.0002,-0.0089,0.0018
1074,-0.0031,0.0002,-0.0089,0.0018
1075,-0.0031,0.0002,-0.0089,0.0018
1076,-0.0031,0.0002,-0.0088,0.0018
1077,-0.0032,0.0002,-0.0088,0.0018
1078,-0.0032,0.0002,-0.0088,0.0018
1079,-0.0032,0.0002,-0.0088,0.0018
1080,-0.0033,0.0002,-0.0088,0.0018
1081,-0.0033,0.0002,-0.0087,0.0018
1082,-0.0033,0.0002,-0.0087,0.0018
1083,-0.0034,0.0002,-0.0087,0.0018
1084,-0.0034,0.0002,-0.0087,0.0018
1085,-0.0035,0.0002,-0.0087,0.0018
1086,-0.0035,0.0002,-0.0087,0.0018
1087,-0.0035,0.0002,-0.0087,0.0018
1088,-0.0036,0.0002,-0.0087,0.0018
1089,-0.0036,0.0002,-0.0087,0.0018
1090,-0.0036,0.0002,-0.0087,0.0018
1091,-0.0037,0.0002,-0.0087,0.0018
1092,-0.0037,0.0002,-0.0087,0.0018
1093,-0.0037,0.0002,-0.0087,0.0018
1094,-0.0038,0.0002,-0.0087,0.0018
1095,-0.0038,0.0002,-0.0087,0.0018
1096,-0.0038,0.0002,-0.0087,0.0018
1097,-0.0039,0.0002,-0.0087,0.0018
1098,-0.0039,0.0002,-0.0087,0.0018
1099,-0.0039,0.0002,-0.0087,0.0018
1100,-0.0040,0.0002,-0.0087,0.0018
1101,-0.0040,0.0002,-0.0087,0.0018
1102,-0.0040,0.0002,-0.0087,0.0017
1103,-0.0041,0.0002,-0.0087,0.0017
1104,-0.0041,0.0002,-0.0086,0.0017
1105,-0.0041,0.0002,-0.0086,0.0017
1106,-0.0042,0.0002,-0.0086,0.0017
1107,-0.0042,0.0002,-0.0086,0.0017
1108,-0.0042,0.0002,-0.0086,0.0017
1109,-0.0043,0.0002,-0.0086,0.0017
1110,-0.0043,0.0002,-0.0086,0.0017
1111,-0.0043,0.0003,-0.0085,0.0017
1112,-0.0044,0.0003,-0.0085,0.0017
1113,-0.0044,0.0003,-0.0085,0.0017
1114,-0.0044,0.0003,-0.0085,0.0017
1115,-0.0045,0.0003,-0.0085,0.0017
1116,-0.0045,0.0003,-0.0085,0.0016
1117,-0.0045,0.0003,-0.0084,0.0016
1118,-0.0046,0.0003,-0.0084,0.0016
1119,-0.0046,0.0003,-0.0084,0.0016
1120,-0.0046,0.0003,-0.0084,0.0016
1121,-0.0047,0.0003,-0.0084,0.0016
1122,-0.0047,0.0003,-0.0084,0.0016
1123,-0.0047,0.0003,-0.0084,0.0016
1124,-0.0047,0.0003,-0.0084,0.0016
1125,-0.0048,0.0003,-0.0084,0.0016
1126,-0.0048,0.0003,-0.0084,0.0016
1127,-0.0048,0.0003,-0.0084,0.0016
1128,-0.0048,0.0003,-0.0085,0.0016
1129,-0.0049,0.0003,-0.0085,0.0016
1130,-0.0049,0.0003,-0.0085,0.0016
1131,-0.0049,0.0003,-0.0085,0.0016
1132,-0.0049,0.0003,-0.0085,0.0015
1133,-0.0049,0.0003,-0.0086,0.0015
1134,-0.0050,0.0003,-0.0086,0.0015
1135,-0.0050,0.0003,-0.0086,0.0015
1136,-0.0050,0.0003,-0.0086,0.0015
1137,-0.0050,0.0003,-0.0086,0.0015
1138,-0.0050,0.0003,-0.0087,0.0015
1139,-0.0050,0.0003,-0.0087,0.0015
1140,-0.0051,0.0003,-0.0087,0.0015
1141,-0.0051,0.0003,-0.0087,0.0015
1142,-0.0051,0.0003,-0.0087,0.0015
1143,-0.0051,0.0003,-0.0087,0.0015
1144,-0.0051,0.0003,-0.0087,0.0015
1145,-0.0052,0.0003,-0.0087,0.0015
1146,-0.0052,0.0003,-0.0087,0.0015
1147,-0.0052,0.0003,-0.0087,0.0015
1148,-0.0052,0.0003,-0.0086,0.0015
1149,-0.0053,0.0003,-0.0086,0.0015
1150,-0.0053,0.0003,-0.0086,0.0015
1151,-0.0053,0.0003,-0.0086,0.0015
1152,-0.0053,0.0003,-0.0086,0.0015
1153,-0.0054,0.0003,-0.0085,0.0015
1154,-0.0054,0.0003,-0.0085,0.0015
1155,-0.0054,0.0003,-0.0085,0.0015
1156,-0.0055,0.0003,-0.0085,0.0014
1157,-0.0055,0.0003,-0.0084,0.0014
1158,-0.0055,0.0003,-0.0084,0.0014
1159,-0.0056,0.0003,-0.0084,0.0014
1160,-0.0056,0.0003,-0.0084,0.0014
1161,-0.0056,0.0003,-0.0084,0.0014
1162,-0.0057,0.0003,-0.0083,0.0014
1163,-0.0057,0.0003,-0.0083,0.0014
1164,-0.0058,0.0003,-0.0083,0.0014
1165,-0.0058,0.0003,-0.0083,0.0014
1166,-0.0058,0.0003,-0.0083,0.0014
1167,-0.0059,0.0003,-0.0083,0.0014
1168,-0.0059,0.0003,-0.0083,0.0014
1169,-0.0059,0.0003,-0.0083,0.0014
1170,-0.0060,0.0003,-0.0083,0.0014
1171,-0.0060,0.0003,-0.0083,0.0014
1172,-0.0060,0.0003,-0.0083,0.0014
1173,-0.0060,0.0003,-0.0083,0.0014
1174,-0.0061,0.0003,-0.0083,0.0014
1175,-0.0061,0.0003,-0.0083,0.0014
1176,-0.0061,0.0003,-0.0082,0.0014
1177,-0.0062,0.0003,-0.0082,0.0014
