Point,AFTBF,AFTDIA,*FWDBF,*FWDDIA,JCDIA1
2384,0.0257,0.2045,-0.0020,-0.0246,-0.1403
2385,0.0257,0.2045,-0.0021,-0.0246,-0.1403
2386,0.0257,0.2045,-0.0021,-0.0246,-0.1403
2387,0.0257,0.2044,-0.0021,-0.0246,-0.1402
2388,0.0257,0.2044,-0.0021,-0.0246,-0.1402
2389,0.0257,0.2044,-0.0021,-0.0246,-0.1402
2390,0.0257,0.2044,-0.0021,-0.0246,-0.1401
2391,0.0257,0.2043,-0.0021,-0.0246,-0.1401
2392,0.0257,0.2043,-0.0021,-0.0246,-0.1400
2393,0.0257,0.2043,-0.0021,-0.0246,-0.1400
2394,0.0257,0.2042,-0.0021,-0.0245,-0.1400
2395,0.0257,0.2042,-0.0021,-0.0245,-0.1399
2396,0.0257,0.2041,-0.0021,-0.0245,-0.1399
2397,0.0257,0.2041,-0.0021,-0.0245,-0.1398
2398,0.0257,0.2041,-0.0021,-0.0245,-0.1398
2399,0.0257,0.2040,-0.0021,-0.0245,-0.1398
2400,0.0257,0.2040,-0.0021,-0.0245,-0.1397
2401,0.0257,0.2039,-0.0021,-0.0245,-0.1397
2402,0.0257,0.2039,-0.0021,-0.0245,-0.1396
2403,0.0257,0.2038,-0.0021,-0.0245,-0.1396
2404,0.0257,0.2037,-0.0021,-0.0245,-0.1395
2405,0.0257,0.2037,-0.0021,-0.0245,-0.1395
2406,0.0257,0.2036,-0.0021,-0.0245,-0.1395
2407,0.0257,0.2036,-0.0021,-0.0245,-0.1394
2408,0.0257,0.2035,-0.0021,-0.0245,-0.1394
2409,0.0257,0.2035,-0.0021,-0.0245,-0.1393
2410,0.0257,0.2034,-0.0021,-0.0246,-0.1392
2411,0.0257,0.2034,-0.0021,-0.0246,-0.1392
2412,0.0257,0.2033,-0.0021,-0.0246,-0.1391
2413,0.0257,0.2033,-0.0021,-0.0246,-0.1391
2414,0.0257,0.2032,-0.0021,-0.0246,-0.1390
2415,0.0257,0.2031,-0.0021,-0.0246,-0.1389
2416,0.0257,0.2031,-0.0021,-0.0246,-0.1389
2417,0.0257,0.2030,-0.0021,-0.0246,-0.1388
2418,0.0257,0.2030,-0.0022,-0.0246,-0.1387
2419,0.0257,0.2029,-0.0022,-0.0247,-0.1387
2420,0.0257,0.2029,-0.0022,-0.0247,-0.1386
2421,0.0257,0.2028,-0.0022,-0.0247,-0.1385
2422,0.0257,0.2027,-0.0022,-0.0247,-0.1385
2423,0.0257,0.2027,-0.0022,-0.0247,-0.1384
2424,0.0257,0.2026,-0.0022,-0.0247,-0.1383
2425,0.0257,0.2026,-0.0022,-0.0247,-0.1383
2426,0.0257,0.2025,-0.0022,-0.0247,-0.1382
2427,0.0257,0.2025,-0.0022,-0.0247,-0.1382
2428,0.0257,0.2024,-0.0022,-0.0247,-0.1381
2429,0.0257,0.2023,-0.0022,-0.0247,-0.1380
2430,0.0257,0.2023,-0.0022,-0.0246,-0.1380
2431,0.0257,0.2022,-0.0022,-0.0246,-0.1380
2432,0.0257,0.2021,-0.0022,-0.0246,-0.1379
2433,0.0257,0.2021,-0.0022,-0.0246,-0.1379
2434,0.0257,0.2020,-0.0022,-0.0246,-0.1378
2435,0.0257,0.2020,-0.0022,-0.0246,-0.1378
2436,0.0257,0.2019,-0.0022,-0.0246,-0.1378
2437,0.0257,0.2018,-0.0022,-0.0245,-0.1378
2438,0.0257,0.2018,-0.0022,-0.0245,-0.1378
2439,0.0257,0.2017,-0.0022,-0.0245,-0.1377
2440,0.0257,0.2016,-0.0022,-0.0245,-0.1377
2441,0.0257,0.2016,-0.0022,-0.0245,-0.1377
2442,0.0257,0.2015,-0.0022,-0.0245,-0.1377
2443,0.0257,0.2015,-0.0022,-0.0245,-0.1377
2444,0.0257,0.2014,-0.0022,-0.0244,-0.1377
2445,0.0257,0.2013,-0.0022,-0.0244,-0.1377
2446,0.0257,0.2013,-0.0022,-0.0244,-0.1377
2447,0.0257,0.2012,-0.0022,-0.0244,-0.1377
2448,0.0257,0.2012,-0.0022,-0.0244,-0.1378
2449,0.0257,0.2011,-0.0022,-0.0244,-0.1378
2450,0.0257,0.2010,-0.0022,-0.0244,-0.1378
2451,0.0257,0.2010,-0.0022,-0.0244,-0.1378
2452,0.0257,0.2009,-0.0022,-0.0244,-0.1378
2453,0.0257,0.2009,-0.0022,-0.0244,-0.1378
2454,0.0257,0.2008,-0.0022,-0.0244,-0.1378
2455,0.0257,0.2007,-0.0022,-0.0244,-0.1378
2456,0.0257,0.2007,-0.0022,-0.0244,-0.1378
2457,0.0257,0.2006,-0.0022,-0.0244,-0.1378
2458,0.0257,0.2005,-0.0022,-0.0244,-0.1378
2459,0.0257,0.2005,-0.0022,-0.0244,-0.1377
2460,0.0257,0.2004,-0.0022,-0.0244,-0.1377
2461,0.0257,0.2003,-0.0022,-0.0243,-0.1377
2462,0.0257,0.2002,-0.0022,-0.0243,-0.1377
2463,0.0257,0.2002,-0.0022,-0.0243,-0.1377
2464,0.0257,0.2001,-0.0023,-0.0243,-0.1377
2465,0.0257,0.2000,-0.0023,-0.0243,-0.1376
2466,0.0257,0.1999,-0.0023,-0.0243,-0.1376
2467,0.0257,0.1998,-0.0023,-0.0243,-0.1376
2468,0.0257,0.1998,-0.0023,-0.0242,-0.1376
2469,0.0257,0.1997,-0.0023,-0.0242,-0.1375
2470,0.0257,0.1996,-0.0023,-0.0242,-0.1375
2471,0.0257,0.1995,-0.0023,-0.0242,-0.1375
2472,0.0257,0.1994,-0.0023,-0.0241,-0.1375
2473,0.0257,0.1994,-0.0023,-0.0241,-0.1375
2474,0.0256,0.1993,-0.0023,-0.0241,-0.1374
2475,0.0256,0.1992,-0.0023,-0.0241,-0.1374
2476,0.0256,0.1992,-0.0023,-0.0240,-0.1374
2477,0.0256,0.1991,-0.0023,-0.0240,-0.1374
2478,0.0256,0.1990,-0.0023,-0.0240,-0.1373
2479,0.0256,0.1990,-0.0023,-0.0240,-0.1373
2480,0.0256,0.1989,-0.0023,-0.0239,-0.1373
2481,0.0256,0.1988,-0.0023,-0.0239,-0.1373
2482,0.0256,0.1988,-0.0023,-0.0239,-0.1373
2483,0.0256,0.1987,-0.0023,-0.0239,-0.1372
2484,0.0256,0.1987,-0.0023,-0.0238,-0.1372
2485,0.0256,0.1986,-0.0023,-0.0238,-0.1372
2486,0.0256,0.1986,-0.0023,-0.0238,-0.1372
2487,0.0256,0.1986,-0.0023,-0.0238,-0.1372
2488,0.0256,0.1985,-0.0023,-0.0237,-0.1371
2489,0.0256,0.1985,-0.0023,-0.0237,-0.1371
2490,0.0256,0.1984,-0.0023,-0.0237,-0.1371
2491,0.0256,0.1984,-0.0023,-0.0237,-0.1371
2492,0.0256,0.1984,-0.0023,-0.0236,-0.1370
2493,0.0256,0.1983,-0.0023,-0.0236,-0.1370
2494,0.0256,0.1983,-0.0023,-0.0236,-0.1370
2495,0.0255,0.1983,-0.0023,-0.0236,-0.1369
2496,0.0255,0.1982,-0.0023,-0.0235,-0.1369
2497,0.0255,0.1982,-0.0023,-0.0235,-0.1369
2498,0.0255,0.1981,-0.0023,-0.0235,-0.1368
2499,0.0255,0.1981,-0.0023,-0.0234,-0.1368
2500,0.0255,0.1980,-0.0023,-0.0234,-0.1368
2501,0.0255,0.1980,-0.0023,-0.0234,-0.1367
2502,0.0255,0.1979,-0.0023,-0.0234,-0.1367
2503,0.0255,0.1979,-0.0023,-0.0233,-0.1366
2504,0.0255,0.1978,-0.0023,-0.0233,-0.1366
2505,0.0255,0.1977,-0.0023,-0.0233,-0.1365
2506,0.0255,0.1977,-0.0023,-0.0232,-0.1365
2507,0.0255,0.1976,-0.0023,-0.0232,-0.1364
2508,0.0255,0.1975,-0.0023,-0.0232,-0.1364
2509,0.0255,0.1975,-0.0023,-0.0232,-0.1363
2510,0.0255,0.1974,-0.0023,-0.0231,-0.1362
2511,0.0254,0.1973,-0.0023,-0.0231,-0.1362
2512,0.0254,0.1972,-0.0023,-0.0231,-0.1361
2513,0.0254,0.1971,-0.0023,-0.0231,-0.1361
2514,0.0254,0.1970,-0.0023,-0.0230,-0.1360
2515,0.0254,0.1969,-0.0023,-0.0230,-0.1359
2516,0.0254,0.1968,-0.0024,-0.0230,-0.1359
2517,0.0254,0.1967,-0.0024,-0.0230,-0.1358
2518,0.0254,0.1966,-0.0024,-0.0230,-0.1358
2519,0.0254,0.1965,-0.0024,-0.0229,-0.1357
2520,0.0254,0.1964,-0.0024,-0.0229,-0.1356
2521,0.0254,0.1963,-0.0024,-0.0229,-0.1356
2522,0.0254,0.1962,-0.0024,-0.0229,-0.1355
2523,0.0254,0.1961,-0.0024,-0.0229,-0.1355
2524,0.0254,0.1960,-0.0024,-0.0229,-0.1354
2525,0.0254,0.1959,-0.0024,-0.0229,-0.1354
2526,0.0254,0.1958,-0.0024,-0.0228,-0.1353
2527,0.0254,0.1957,-0.0024,-0.0228,-0.1353
2528,0.0254,0.1955,-0.0024,-0.0228,-0.1352
2529,0.0254,0.1954,-0.0024,-0.0228,-0.1352
2530,0.0254,0.1953,-0.0024,-0.0228,-0.1351
2531,0.0254,0.1952,-0.0024,-0.0228,-0.1351
2532,0.0253,0.1951,-0.0024,-0.0228,-0.1351
2533,0.0253,0.1949,-0.0024,-0.0228,-0.1350
2534,0.0253,0.1948,-0.0024,-0.0228,-0.1350
2535,0.0253,0.1947,-0.0024,-0.0228,-0.1350
2536,0.0253,0.1945,-0.0024,-0.0228,-0.1349
2537,0.0253,0.1944,-0.0024,-0.0227,-0.1349
2538,0.0253,0.1943,-0.0024,-0.0227,-0.1349
2539,0.0253,0.1941,-0.0024,-0.0227,-0.1349
2540,0.0253,0.1940,-0.0024,-0.0227,-0.1348
2541,0.0253,0.1938,-0.0024,-0.0227,-0.1348
2542,0.0253,0.1937,-0.0024,-0.0227,-0.1348
2543,0.0253,0.1935,-0.0024,-0.0227,-0.1348
2544,0.0253,0.1934,-0.0024,-0.0227,-0.1348
2545,0.0253,0.1933,-0.0024,-0.0226,-0.1347
2546,0.0253,0.1931,-0.0024,-0.0226,-0.1347
2547,0.0253,0.1930,-0.0024,-0.0226,-0.1347
2548,0.0253,0.1928,-0.0024,-0.0226,-0.1347
2549,0.0252,0.1927,-0.0024,-0.0226,-0.1347
2550,0.0252,0.1926,-0.0024,-0.0225,-0.1346
2551,0.0252,0.1924,-0.0024,-0.0225,-0.1346
2552,0.0252,0.1923,-0.0024,-0.0225,-0.1346
2553,0.0252,0.1921,-0.0024,-0.0225,-0.1345
2554,0.0252,0.1920,-0.0024,-0.0225,-0.1345
2555,0.0252,0.1919,-0.0024,-0.0224,-0.1345
2556,0.0252,0.1918,-0.0024,-0.0224,-0.1344
2557,0.0252,0.1917,-0.0024,-0.0224,-0.1344
2558,0.0252,0.1915,-0.0024,-0.0224,-0.1344
2559,0.0252,0.1914,-0.0024,-0.0224,-0.1343
2560,0.0252,0.1913,-0.0024,-0.0223,-0.1343
2561,0.0252,0.1912,-0.0024,-0.0223,-0.1343
2562,0.0252,0.1911,-0.0024,-0.0223,-0.1342
2563,0.0252,0.1910,-0.0024,-0.0223,-0.1342
2564,0.0251,0.1909,-0.0024,-0.0223,-0.1341
2565,0.0251,0.1908,-0.0024,-0.0223,-0.1341
2566,0.0251,0.1907,-0.0024,-0.0222,-0.1340
2567,0.0251,0.1907,-0.0024,-0.0222,-0.1340
2568,0.0251,0.1906,-0.0024,-0.0222,-0.1339
2569,0.0251,0.1905,-0.0024,-0.0222,-0.1339
2570,0.0251,0.1904,-0.0024,-0.0222,-0.1339
2571,0.0251,0.1903,-0.0024,-0.0222,-0.1338
2572,0.0251,0.1902,-0.0024,-0.0222,-0.1338
2573,0.0251,0.1902,-0.0024,-0.0222,-0.1337
2574,0.0251,0.1901,-0.0024,-0.0222,-0.1336
2575,0.0251,0.1900,-0.0024,-0.0222,-0.1336
2576,0.0251,0.1899,-0.0024,-0.0222,-0.1335
2577,0.0251,0.1899,-0.0024,-0.0222,-0.1335
2578,0.0251,0.1898,-0.0024,-0.0222,-0.1334
2579,0.0251,0.1897,-0.0024,-0.0222,-0.1333
2580,0.0251,0.1896,-0.0024,-0.0221,-0.1333
2581,0.0251,0.1895,-0.0024,-0.0221,-0.1332
2582,0.0251,0.1894,-0.0024,-0.0221,-0.1331
2583,0.0250,0.1893,-0.0024,-0.0221,-0.1330
2584,0.0250,0.1893,-0.0024,-0.0221,-0.1330
2585,0.0250,0.1892,-0.0024,-0.0221,-0.1329
2586,0.0250,0.1891,-0.0024,-0.0221,-0.1328
2587,0.0250,0.1890,-0.0024,-0.0221,-0.1327
2588,0.0250,0.1889,-0.0024,-0.0221,-0.1326
2589,0.0250,0.1888,-0.0024,-0.0221,-0.1325
2590,0.0250,0.1887,-0.0024,-0.0221,-0.1324
2591,0.0250,0.1886,-0.0025,-0.0220,-0.1323
2592,0.0250,0.1885,-0.0025,-0.0220,-0.1322
2593,0.0250,0.1883,-0.0025,-0.0220,-0.1320
2594,0.0250,0.1882,-0.0025,-0.0220,-0.1319
2595,0.0250,0.1881,-0.0025,-0.0220,-0.1318
2596,0.0249,0.1880,-0.0025,-0.0219,-0.1317
2597,0.0249,0.1879,-0.0025,-0.0219,-0.1316
2598,0.0249,0.1878,-0.0025,-0.0219,-0.1315
2599,0.0249,0.1876,-0.0025,-0.0219,-0.1314
2600,0.0249,0.1875,-0.0025,-0.0218,-0.1312
2601,0.0249,0.1874,-0.0025,-0.0218,-0.1311
2602,0.0249,0.1873,-0.0025,-0.0218,-0.1310
2603,0.0249,0.1872,-0.0025,-0.0217,-0.1309
2604,0.0249,0.1871,-0.0025,-0.0217,-0.1308
2605,0.0249,0.1869,-0.0025,-0.0217,-0.1307
2606,0.0249,0.1868,-0.0025,-0.0217,-0.1306
2607,0.0249,0.1867,-0.0025,-0.0216,-0.1305
2608,0.0248,0.1866,-0.0025,-0.0216,-0.1304
2609,0.0248,0.1865,-0.0025,-0.0216,-0.1303
2610,0.0248,0.1864,-0.0025,-0.0215,-0.1302
2611,0.0248,0.1863,-0.0025,-0.0215,-0.1301
2612,0.0248,0.1862,-0.0025,-0.0215,-0.1300
2613,0.0248,0.1860,-0.0025,-0.0215,-0.1299
2614,0.0248,0.1859,-0.0025,-0.0214,-0.1298
2615,0.0248,0.1858,-0.0025,-0.0214,-0.1297
2616,0.0248,0.1857,-0.0025,-0.0214,-0.1296
2617,0.0248,0.1856,-0.0025,-0.0214,-0.1295
2618,0.0248,0.1855,-0.0025,-0.0213,-0.1294
2619,0.0247,0.1854,-0.0025,-0.0213,-0.1293
2620,0.0247,0.1853,-0.0025,-0.0213,-0.1292
2621,0.0247,0.1852,-0.0025,-0.0213,-0.1291
2622,0.0247,0.1851,-0.0025,-0.0212,-0.1290
2623,0.0247,0.1850,-0.0025,-0.0212,-0.1289
2624,0.0247,0.1849,-0.0025,-0.0212,-0.1288
2625,0.0247,0.1848,-0.0025,-0.0211,-0.1288
2626,0.0247,0.1847,-0.0025,-0.0211,-0.1287
2627,0.0247,0.1846,-0.0025,-0.0211,-0.1286
2628,0.0247,0.1845,-0.0025,-0.0211,-0.1285
2629,0.0246,0.1843,-0.0025,-0.0210,-0.1284
2630,0.0246,0.1842,-0.0025,-0.0210,-0.1284
2631,0.0246,0.1841,-0.0025,-0.0210,-0.1283
2632,0.0246,0.1840,-0.0025,-0.0210,-0.1282
2633,0.0246,0.1839,-0.0025,-0.0209,-0.1282
2634,0.0246,0.1838,-0.0025,-0.0209,-0.1281
2635,0.0246,0.1837,-0.0025,-0.0209,-0.1280
2636,0.0246,0.1835,-0.0025,-0.0209,-0.1280
2637,0.0246,0.1834,-0.0025,-0.0208,-0.1279
2638,0.0246,0.1833,-0.0025,-0.0208,-0.1279
2639,0.0245,0.1832,-0.0025,-0.0208,-0.1278
2640,0.0245,0.1831,-0.0025,-0.0208,-0.1278
2641,0.0245,0.1829,-0.0025,-0.0207,-0.1278
2642,0.0245,0.1828,-0.0025,-0.0207,-0.1277
2643,0.0245,0.1827,-0.0025,-0.0207,-0.1277
2644,0.0245,0.1826,-0.0025,-0.0207,-0.1276
2645,0.0245,0.1824,-0.0025,-0.0207,-0.1276
2646,0.0245,0.1823,-0.0025,-0.0206,-0.1276
2647,0.0245,0.1822,-0.0025,-0.0206,-0.1275
2648,0.0245,0.1821,-0.0025,-0.0206,-0.1275
2649,0.0245,0.1819,-0.0025,-0.0206,-0.1275
2650,0.0245,0.1818,-0.0025,-0.0206,-0.1274
2651,0.0244,0.1817,-0.0025,-0.0206,-0.1274
2652,0.0244,0.1816,-0.0025,-0.0205,-0.1274
2653,0.0244,0.1814,-0.0025,-0.0205,-0.1273
2654,0.0244,0.1813,-0.0025,-0.0205,-0.1273
2655,0.0244,0.1812,-0.0025,-0.0205,-0.1272
2656,0.0244,0.1811,-0.0025,-0.0205,-0.1272
2657,0.0244,0.1809,-0.0025,-0.0205,-0.1271
2658,0.0244,0.1808,-0.0025,-0.0205,-0.1271
2659,0.0244,0.1807,-0.0025,-0.0204,-0.1270
2660,0.0244,0.1805,-0.0025,-0.0204,-0.1270
2661,0.0244,0.1804,-0.0025,-0.0204,-0.1269
2662,0.0243,0.1803,-0.0025,-0.0204,-0.1268
2663,0.0243,0.1801,-0.0025,-0.0204,-0.1268
2664,0.0243,0.1800,-0.0025,-0.0204,-0.1267
2665,0.0243,0.1799,-0.0025,-0.0204,-0.1266
2666,0.0243,0.1797,-0.0025,-0.0204,-0.1265
2667,0.0243,0.1796,-0.0025,-0.0204,-0.1264
2668,0.0243,0.1794,-0.0025,-0.0203,-0.1264
2669,0.0243,0.1793,-0.0025,-0.0203,-0.1263
2670,0.0242,0.1791,-0.0025,-0.0203,-0.1262
2671,0.0242,0.1790,-0.0025,-0.0203,-0.1261
2672,0.0242,0.1789,-0.0025,-0.0203,-0.1260
2673,0.0242,0.1787,-0.0025,-0.0203,-0.1259
2674,0.0242,0.1786,-0.0025,-0.0203,-0.1258
2675,0.0242,0.1784,-0.0025,-0.0203,-0.1257
2676,0.0242,0.1783,-0.0025,-0.0202,-0.1256
2677,0.0241,0.1781,-0.0025,-0.0202,-0.1255
2678,0.0241,0.1780,-0.0026,-0.0202,-0.1254
2679,0.0241,0.1778,-0.0026,-0.0202,-0.1253
2680,0.0241,0.1777,-0.0026,-0.0202,-0.1252
2681,0.0241,0.1775,-0.0026,-0.0201,-0.1250
2682,0.0241,0.1773,-0.0026,-0.0201,-0.1249
2683,0.0241,0.1772,-0.0026,-0.0201,-0.1248
2684,0.0241,0.1770,-0.0026,-0.0201,-0.1247
2685,0.0240,0.1769,-0.0026,-0.0201,-0.1246
2686,0.0240,0.1767,-0.0026,-0.0200,-0.1245
2687,0.0240,0.1766,-0.0026,-0.0200,-0.1244
2688,0.0240,0.1764,-0.0026,-0.0200,-0.1243
2689,0.0240,0.1763,-0.0026,-0.0200,-0.1242
2690,0.0240,0.1761,-0.0026,-0.0199,-0.1241
2691,0.0240,0.1760,-0.0026,-0.0199,-0.1240
2692,0.0239,0.1758,-0.0026,-0.0199,-0.1239
2693,0.0239,0.1757,-0.0026,-0.0198,-0.1238
2694,0.0239,0.1755,-0.0026,-0.0198,-0.1237
2695,0.0239,0.1754,-0.0026,-0.0198,-0.1236
2696,0.0239,0.1753,-0.0026,-0.0197,-0.1235
2697,0.0239,0.1751,-0.0026,-0.0197,-0.1234
2698,0.0239,0.1750,-0.0026,-0.0197,-0.1233
2699,0.0238,0.1749,-0.0026,-0.0197,-0.1232
2700,0.0238,0.1747,-0.0026,-0.0196,-0.1230
2701,0.0238,0.1746,-0.0026,-0.0196,-0.1229
2702,0.0238,0.1745,-0.0026,-0.0196,-0.1228
2703,0.0238,0.1744,-0.0026,-0.0195,-0.1227
2704,0.0238,0.1742,-0.0026,-0.0195,-0.1226
2705,0.0237,0.1741,-0.0026,-0.0195,-0.1224
2706,0.0237,0.1740,-0.0026,-0.0195,-0.1223
2707,0.0237,0.1739,-0.0026,-0.0194,-0.1222
2708,0.0237,0.1738,-0.0026,-0.0194,-0.1220
2709,0.0237,0.1736,-0.0026,-0.0194,-0.1219
2710,0.0237,0.1735,-0.0026,-0.0194,-0.1218
2711,0.0237,0.1734,-0.0026,-0.0193,-0.1216
2712,0.0237,0.1733,-0.0026,-0.0193,-0.1215
2713,0.0236,0.1732,-0.0026,-0.0193,-0.1214
2714,0.0236,0.1731,-0.0026,-0.0193,-0.1212
2715,0.0236,0.1729,-0.0026,-0.0192,-0.1211
2716,0.0236,0.1728,-0.0026,-0.0192,-0.1210
2717,0.0236,0.1727,-0.0026,-0.0192,-0.1209
2718,0.0236,0.1726,-0.0026,-0.0192,-0.1207
2719,0.0236,0.1725,-0.0026,-0.0192,-0.1206
2720,0.0236,0.1724,-0.0026,-0.0191,-0.1205
2721,0.0235,0.1723,-0.0026,-0.0191,-0.1204
2722,0.0235,0.1721,-0.0026,-0.0191,-0.1203
2723,0.0235,0.1720,-0.0026,-0.0191,-0.1201
2724,0.0235,0.1719,-0.0026,-0.0191,-0.1200
2725,0.0235,0.1718,-0.0026,-0.0190,-0.1199
2726,0.0235,0.1717,-0.0026,-0.0190,-0.1198
2727,0.0235,0.1715,-0.0026,-0.0190,-0.1197
2728,0.0235,0.1714,-0.0026,-0.0190,-0.1197
2729,0.0234,0.1713,-0.0026,-0.0190,-0.1196
2730,0.0234,0.1712,-0.0026,-0.0189,-0.1195
2731,0.0234,0.1711,-0.0026,-0.0189,-0.1194
2732,0.0234,0.1709,-0.0026,-0.0189,-0.1193
2733,0.0234,0.1708,-0.0026,-0.0189,-0.1192
2734,0.0234,0.1707,-0.0026,-0.0189,-0.1192
2735,0.0234,0.1705,-0.0026,-0.0189,-0.1191
2736,0.0234,0.1704,-0.0026,-0.0188,-0.1190
2737,0.0233,0.1703,-0.0026,-0.0188,-0.1190
2738,0.0233,0.1702,-0.0026,-0.0188,-0.1189
2739,0.0233,0.1700,-0.0026,-0.0188,-0.1188
2740,0.0233,0.1699,-0.0026,-0.0187,-0.1188
2741,0.0233,0.1697,-0.0026,-0.0187,-0.1187
2742,0.0233,0.1696,-0.0026,-0.0187,-0.1186
2743,0.0233,0.1695,-0.0026,-0.0187,-0.1186
2744,0.0232,0.1693,-0.0026,-0.0186,-0.1185
2745,0.0232,0.1692,-0.0026,-0.0186,-0.1185
2746,0.0232,0.1690,-0.0026,-0.0186,-0.1184
2747,0.0232,0.1689,-0.0026,-0.0185,-0.1183
2748,0.0232,0.1687,-0.0026,-0.0185,-0.1183
2749,0.0232,0.1686,-0.0026,-0.0185,-0.1182
2750,0.0231,0.1684,-0.0026,-0.0184,-0.1181
2751,0.0231,0.1683,-0.0026,-0.0184,-0.1181
2752,0.0231,0.1681,-0.0026,-0.0184,-0.1180
2753,0.0231,0.1680,-0.0026,-0.0183,-0.1179
2754,0.0231,0.1678,-0.0026,-0.0183,-0.1178
2755,0.0231,0.1677,-0.0026,-0.0183,-0.1178
2756,0.0230,0.1675,-0.0026,-0.0182,-0.1177
2757,0.0230,0.1674,-0.0026,-0.0182,-0.1176
2758,0.0230,0.1672,-0.0026,-0.0182,-0.1175
2759,0.0230,0.1671,-0.0026,-0.0181,-0.1174
2760,0.0230,0.1669,-0.0026,-0.0181,-0.1174
2761,0.0230,0.1668,-0.0025,-0.0181,-0.1173
2762,0.0229,0.1666,-0.0025,-0.0180,-0.1172
2763,0.0229,0.1665,-0.0025,-0.0180,-0.1171
2764,0.0229,0.1663,-0.0025,-0.0180,-0.1170
2765,0.0229,0.1661,-0.0025,-0.0179,-0.1169
2766,0.0229,0.1660,-0.0025,-0.0179,-0.1168
2767,0.0229,0.1658,-0.0025,-0.0179,-0.1167
2768,0.0228,0.1657,-0.0025,-0.0179,-0.1166
2769,0.0228,0.1655,-0.0025,-0.0178,-0.1165
2770,0.0228,0.1654,-0.0025,-0.0178,-0.1164
2771,0.0228,0.1652,-0.0025,-0.0178,-0.1163
2772,0.0228,0.1651,-0.0025,-0.0178,-0.1162
2773,0.0228,0.1650,-0.0025,-0.0177,-0.1161
2774,0.0227,0.1648,-0.0025,-0.0177,-0.1159
2775,0.0227,0.1647,-0.0025,-0.0177,-0.1158
2776,0.0227,0.1645,-0.0025,-0.0177,-0.1157
2777,0.0227,0.1644,-0.0025,-0.0177,-0.1156
2778,0.0227,0.1642,-0.0025,-0.0176,-0.1155
2779,0.0226,0.1641,-0.0025,-0.0176,-0.1154
2780,0.0226,0.1639,-0.0025,-0.0176,-0.1152
2781,0.0226,0.1638,-0.0025,-0.0176,-0.1151
2782,0.0226,0.1636,-0.0025,-0.0175,-0.1150
2783,0.0226,0.1635,-0.0025,-0.0175,-0.1149
2784,0.0226,0.1633,-0.0025,-0.0175,-0.1147
2785,0.0225,0.1631,-0.0025,-0.0174,-0.1146
2786,0.0225,0.1630,-0.0025,-0.0174,-0.1145
2787,0.0225,0.1628,-0.0025,-0.0174,-0.1144
2788,0.0225,0.1627,-0.0025,-0.0174,-0.1142
2789,0.0225,0.1625,-0.0025,-0.0173,-0.1141
2790,0.0225,0.1623,-0.0025,-0.0173,-0.1140
2791,0.0225,0.1622,-0.0025,-0.0173,-0.1139
2792,0.0224,0.1620,-0.0025,-0.0172,-0.1138
2793,0.0224,0.1618,-0.0025,-0.0172,-0.1136
2794,0.0224,0.1617,-0.0025,-0.0172,-0.1135
2795,0.0224,0.1615,-0.0025,-0.0171,-0.1134
2796,0.0224,0.1614,-0.0025,-0.0171,-0.1133
2797,0.0224,0.1612,-0.0025,-0.0171,-0.1132
2798,0.0223,0.1610,-0.0025,-0.0171,-0.1131
2799,0.0223,0.1609,-0.0025,-0.0170,-0.1130
2800,0.0223,0.1607,-0.0025,-0.0170,-0.1128
2801,0.0223,0.1605,-0.0025,-0.0170,-0.1127
2802,0.0223,0.1604,-0.0025,-0.0170,-0.1126
2803,0.0223,0.1602,-0.0025,-0.0170,-0.1125
2804,0.0222,0.1601,-0.0026,-0.0169,-0.1124
2805,0.0222,0.1599,-0.0026,-0.0169,-0.1123
2806,0.0222,0.1597,-0.0026,-0.0169,-0.1122
2807,0.0222,0.1596,-0.0026,-0.0169,-0.1121
2808,0.0222,0.1594,-0.0026,-0.0169,-0.1119
2809,0.0222,0.1593,-0.0026,-0.0169,-0.1118
2810,0.0221,0.1591,-0.0026,-0.0169,-0.1117
2811,0.0221,0.1590,-0.0026,-0.0168,-0.1116
2812,0.0221,0.1588,-0.0026,-0.0168,-0.1114
2813,0.0221,0.1586,-0.0026,-0.0168,-0.1113
2814,0.0221,0.1585,-0.0026,-0.0168,-0.1112
2815,0.0221,0.1583,-0.0026,-0.0168,-0.1111
2816,0.0220,0.1582,-0.0026,-0.0168,-0.1109
2817,0.0220,0.1580,-0.0026,-0.0168,-0.1108
2818,0.0220,0.1578,-0.0026,-0.0167,-0.1107
2819,0.0220,0.1577,-0.0026,-0.0167,-0.1105
2820,0.0219,0.1575,-0.0026,-0.0167,-0.1104
2821,0.0219,0.1573,-0.0026,-0.0167,-0.1102
2822,0.0219,0.1572,-0.0026,-0.0167,-0.1101
2823,0.0219,0.1570,-0.0026,-0.0166,-0.1100
2824,0.0219,0.1568,-0.0026,-0.0166,-0.1098
2825,0.0218,0.1566,-0.0026,-0.0166,-0.1097
2826,0.0218,0.1564,-0.0026,-0.0166,-0.1096
2827,0.0218,0.1563,-0.0026,-0.0165,-0.1094
2828,0.0218,0.1561,-0.0026,-0.0165,-0.1093
2829,0.0218,0.1559,-0.0026,-0.0165,-0.1092
2830,0.0217,0.1557,-0.0026,-0.0164,-0.1090
2831,0.0217,0.1555,-0.0026,-0.0164,-0.1089
2832,0.0217,0.1553,-0.0026,-0.0164,-0.1088
2833,0.0217,0.1551,-0.0026,-0.0163,-0.1087
